case_id,axis,reference_energy,error_energy,relative_l2,model,outer_fold
V52_CPLUS_E4_C7_1T,u,36.99262687961492,0.003781455726129343,0.01011048348127334,B2_COMMON_SPLIT,4
V52_CPLUS_E4_C7_1T,v,366.5559216023764,0.169091817422001,0.021477868354772854,B2_COMMON_SPLIT,4
V52_CPLUS_E4_C7_1T,w,464.36998896265237,0.3158806272154341,0.026081311343454233,B2_COMMON_SPLIT,4
V52_CPLUS_E6_C10_1T,u,2.0551103164840065,0.0037357549157799558,0.0426355253434539,B2_COMMON_SPLIT,4
V52_CPLUS_E6_C10_1T,v,366.2720544838476,0.2749113472849349,0.02739645944786106,B2_COMMON_SPLIT,4
V52_CPLUS_E6_C10_1T,w,464.25822622238184,0.5787199332103067,0.03530647963502253,B2_COMMON_SPLIT,4
V52_C_E1_C4_2T,u,0.49469406658661097,0.0036662233283772383,0.08608770051528683,B2_COMMON_SPLIT,4
V52_C_E1_C4_2T,v,353.56990668808265,0.1717672981946185,0.02204106601365565,B2_COMMON_SPLIT,4
V52_C_E1_C4_2T,w,130.79964080868697,0.2389359570676469,0.042740291493242724,B2_COMMON_SPLIT,4
V52_C_E5_C9_1T,u,36.225160874825676,0.004443484179732377,0.011075329551535116,B2_COMMON_SPLIT,4
V52_C_E5_C9_1T,v,323.7107680418993,0.15465548880439556,0.021857681628318117,B2_COMMON_SPLIT,4
V52_C_E5_C9_1T,w,439.76252211235413,0.283032302699584,0.025369323999556197,B2_COMMON_SPLIT,4
